"County","Facility ID","Facility Name","Utility","Type","FlowMGD","Grouping"
"Hardee","FLA119903","Zolfo Springs","Zolfo Springs","Permitted Capacity",0.29,"Facility Information"
"Hardee","FLA119903","Zolfo Springs","Zolfo Springs","Total WW Flow",0.11,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Hardee","FLA119903","Zolfo Springs","Zolfo Springs","Total Reuse",0,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Hardee","FLA119903","Zolfo Springs","Zolfo Springs","Supplemental Flow",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Hardee","FLA119903","Zolfo Springs","Zolfo Springs","Transfers In",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Hardee","FLA119903","Zolfo Springs","Zolfo Springs","Transfers Out",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Hardee","FLA119903","Zolfo Springs","Zolfo Springs","WW Disposal",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Hardee","FLA119903","Zolfo Springs","Zolfo Springs","Res Irrig/ Landscape",NA,"2020 Beneficial Reuse by Category"
"Hardee","FLA119903","Zolfo Springs","Zolfo Springs","Golf Courses",NA,"2020 Beneficial Reuse by Category"
"Hardee","FLA119903","Zolfo Springs","Zolfo Springs","Ag Irrig",NA,"2020 Beneficial Reuse by Category"
"Hardee","FLA119903","Zolfo Springs","Zolfo Springs","Industrial",NA,"2020 Beneficial Reuse by Category"
"Hardee","FLA119903","Zolfo Springs","Zolfo Springs","Wetlands",NA,"2020 Beneficial Reuse by Category"
"Hardee","FLA119903","Zolfo Springs","Zolfo Springs","Other Reuse",NA,"2020 Beneficial Reuse by Category"
"Hardee","FLA119903","Zolfo Springs","Zolfo Springs","Sprayfields",0.11,"2020 Non-Beneficial Reuse by Category"
"Hardee","FLA119903","Zolfo Springs","Zolfo Springs","Recharge/ RIBS",NA,"2020 Non-Beneficial Reuse by Category"
"Hardee","FLA119903","Zolfo Springs","Zolfo Springs","ATP/Other",NA,"2020 Non-Beneficial Reuse by Category"
"Hardee","FLA119903","Zolfo Springs","Zolfo Springs","Surface Water",NA,"2020 Disposal"
"Hardee","FLA119903","Zolfo Springs","Zolfo Springs","Deep Well Injection",NA,"2020 Disposal"
"Hardee","FLA119903","Zolfo Springs","Zolfo Springs","IPR",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014313","Avon Park","Avon Park","Permitted Capacity",1.5,"Facility Information"
"Highlands","FLA014313","Avon Park","Avon Park","Total WW Flow",0.8,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA014313","Avon Park","Avon Park","Total Reuse",0,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA014313","Avon Park","Avon Park","Supplemental Flow",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA014313","Avon Park","Avon Park","Transfers In",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA014313","Avon Park","Avon Park","Transfers Out",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA014313","Avon Park","Avon Park","WW Disposal",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA014313","Avon Park","Avon Park","Res Irrig/ Landscape",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014313","Avon Park","Avon Park","Golf Courses",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014313","Avon Park","Avon Park","Ag Irrig",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014313","Avon Park","Avon Park","Industrial",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014313","Avon Park","Avon Park","Wetlands",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014313","Avon Park","Avon Park","Other Reuse",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014313","Avon Park","Avon Park","Sprayfields",NA,"2020 Non-Beneficial Reuse by Category"
"Highlands","FLA014313","Avon Park","Avon Park","Recharge/ RIBS",0.8,"2020 Non-Beneficial Reuse by Category"
"Highlands","FLA014313","Avon Park","Avon Park","ATP/Other",NA,"2020 Non-Beneficial Reuse by Category"
"Highlands","FLA014313","Avon Park","Avon Park","Surface Water",NA,"2020 Disposal"
"Highlands","FLA014313","Avon Park","Avon Park","Deep Well Injection",NA,"2020 Disposal"
"Highlands","FLA014313","Avon Park","Avon Park","IPR",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA281484","Lake Placid - North #1","Lake Placid-North","Permitted Capacity",0.25,"Facility Information"
"Highlands","FLA281484","Lake Placid - North #1","Lake Placid-North","Total WW Flow",0.1,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA281484","Lake Placid - North #1","Lake Placid-North","Total Reuse",0.02,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA281484","Lake Placid - North #1","Lake Placid-North","Supplemental Flow",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA281484","Lake Placid - North #1","Lake Placid-North","Transfers In",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA281484","Lake Placid - North #1","Lake Placid-North","Transfers Out",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA281484","Lake Placid - North #1","Lake Placid-North","WW Disposal",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA281484","Lake Placid - North #1","Lake Placid-North","Res Irrig/ Landscape",0.02,"2020 Beneficial Reuse by Category"
"Highlands","FLA281484","Lake Placid - North #1","Lake Placid-North","Golf Courses",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA281484","Lake Placid - North #1","Lake Placid-North","Ag Irrig",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA281484","Lake Placid - North #1","Lake Placid-North","Industrial",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA281484","Lake Placid - North #1","Lake Placid-North","Wetlands",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA281484","Lake Placid - North #1","Lake Placid-North","Other Reuse",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA281484","Lake Placid - North #1","Lake Placid-North","Sprayfields",NA,"2020 Non-Beneficial Reuse by Category"
"Highlands","FLA281484","Lake Placid - North #1","Lake Placid-North","Recharge/ RIBS",0.08,"2020 Non-Beneficial Reuse by Category"
"Highlands","FLA281484","Lake Placid - North #1","Lake Placid-North","ATP/Other",NA,"2020 Non-Beneficial Reuse by Category"
"Highlands","FLA281484","Lake Placid - North #1","Lake Placid-North","Surface Water",NA,"2020 Disposal"
"Highlands","FLA281484","Lake Placid - North #1","Lake Placid-North","Deep Well Injection",NA,"2020 Disposal"
"Highlands","FLA281484","Lake Placid - North #1","Lake Placid-North","IPR",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014329","Lake Placid - Tomoka #3","Lake Placid-Tomoka","Permitted Capacity",0.2,"Facility Information"
"Highlands","FLA014329","Lake Placid - Tomoka #3","Lake Placid-Tomoka","Total WW Flow",0.05,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA014329","Lake Placid - Tomoka #3","Lake Placid-Tomoka","Total Reuse",0,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA014329","Lake Placid - Tomoka #3","Lake Placid-Tomoka","Supplemental Flow",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA014329","Lake Placid - Tomoka #3","Lake Placid-Tomoka","Transfers In",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA014329","Lake Placid - Tomoka #3","Lake Placid-Tomoka","Transfers Out",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA014329","Lake Placid - Tomoka #3","Lake Placid-Tomoka","WW Disposal",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA014329","Lake Placid - Tomoka #3","Lake Placid-Tomoka","Res Irrig/ Landscape",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014329","Lake Placid - Tomoka #3","Lake Placid-Tomoka","Golf Courses",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014329","Lake Placid - Tomoka #3","Lake Placid-Tomoka","Ag Irrig",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014329","Lake Placid - Tomoka #3","Lake Placid-Tomoka","Industrial",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014329","Lake Placid - Tomoka #3","Lake Placid-Tomoka","Wetlands",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014329","Lake Placid - Tomoka #3","Lake Placid-Tomoka","Other Reuse",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014329","Lake Placid - Tomoka #3","Lake Placid-Tomoka","Sprayfields",NA,"2020 Non-Beneficial Reuse by Category"
"Highlands","FLA014329","Lake Placid - Tomoka #3","Lake Placid-Tomoka","Recharge/ RIBS",0.05,"2020 Non-Beneficial Reuse by Category"
"Highlands","FLA014329","Lake Placid - Tomoka #3","Lake Placid-Tomoka","ATP/Other",NA,"2020 Non-Beneficial Reuse by Category"
"Highlands","FLA014329","Lake Placid - Tomoka #3","Lake Placid-Tomoka","Surface Water",NA,"2020 Disposal"
"Highlands","FLA014329","Lake Placid - Tomoka #3","Lake Placid-Tomoka","Deep Well Injection",NA,"2020 Disposal"
"Highlands","FLA014329","Lake Placid - Tomoka #3","Lake Placid-Tomoka","IPR",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014311","Sebring - Cemetery Rd","Sebring - Cemetery Rd","Permitted Capacity",1.5,"Facility Information"
"Highlands","FLA014311","Sebring - Cemetery Rd","Sebring - Cemetery Rd","Total WW Flow",1.07,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA014311","Sebring - Cemetery Rd","Sebring - Cemetery Rd","Total Reuse",0.02,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA014311","Sebring - Cemetery Rd","Sebring - Cemetery Rd","Supplemental Flow",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA014311","Sebring - Cemetery Rd","Sebring - Cemetery Rd","Transfers In",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA014311","Sebring - Cemetery Rd","Sebring - Cemetery Rd","Transfers Out",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA014311","Sebring - Cemetery Rd","Sebring - Cemetery Rd","WW Disposal",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA014311","Sebring - Cemetery Rd","Sebring - Cemetery Rd","Res Irrig/ Landscape",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014311","Sebring - Cemetery Rd","Sebring - Cemetery Rd","Golf Courses",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014311","Sebring - Cemetery Rd","Sebring - Cemetery Rd","Ag Irrig",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014311","Sebring - Cemetery Rd","Sebring - Cemetery Rd","Industrial",0.02,"2020 Beneficial Reuse by Category"
"Highlands","FLA014311","Sebring - Cemetery Rd","Sebring - Cemetery Rd","Wetlands",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014311","Sebring - Cemetery Rd","Sebring - Cemetery Rd","Other Reuse",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014311","Sebring - Cemetery Rd","Sebring - Cemetery Rd","Sprayfields",NA,"2020 Non-Beneficial Reuse by Category"
"Highlands","FLA014311","Sebring - Cemetery Rd","Sebring - Cemetery Rd","Recharge/ RIBS",1.05,"2020 Non-Beneficial Reuse by Category"
"Highlands","FLA014311","Sebring - Cemetery Rd","Sebring - Cemetery Rd","ATP/Other",NA,"2020 Non-Beneficial Reuse by Category"
"Highlands","FLA014311","Sebring - Cemetery Rd","Sebring - Cemetery Rd","Surface Water",NA,"2020 Disposal"
"Highlands","FLA014311","Sebring - Cemetery Rd","Sebring - Cemetery Rd","Deep Well Injection",NA,"2020 Disposal"
"Highlands","FLA014311","Sebring - Cemetery Rd","Sebring - Cemetery Rd","IPR",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014328","Sebring - Western Blvd","Sebring - Western Blvd","Permitted Capacity",0.2,"Facility Information"
"Highlands","FLA014328","Sebring - Western Blvd","Sebring - Western Blvd","Total WW Flow",0.09,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA014328","Sebring - Western Blvd","Sebring - Western Blvd","Total Reuse",0,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA014328","Sebring - Western Blvd","Sebring - Western Blvd","Supplemental Flow",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA014328","Sebring - Western Blvd","Sebring - Western Blvd","Transfers In",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA014328","Sebring - Western Blvd","Sebring - Western Blvd","Transfers Out",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA014328","Sebring - Western Blvd","Sebring - Western Blvd","WW Disposal",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA014328","Sebring - Western Blvd","Sebring - Western Blvd","Res Irrig/ Landscape",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014328","Sebring - Western Blvd","Sebring - Western Blvd","Golf Courses",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014328","Sebring - Western Blvd","Sebring - Western Blvd","Ag Irrig",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014328","Sebring - Western Blvd","Sebring - Western Blvd","Industrial",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014328","Sebring - Western Blvd","Sebring - Western Blvd","Wetlands",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014328","Sebring - Western Blvd","Sebring - Western Blvd","Other Reuse",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014328","Sebring - Western Blvd","Sebring - Western Blvd","Sprayfields",NA,"2020 Non-Beneficial Reuse by Category"
"Highlands","FLA014328","Sebring - Western Blvd","Sebring - Western Blvd","Recharge/ RIBS",0.09,"2020 Non-Beneficial Reuse by Category"
"Highlands","FLA014328","Sebring - Western Blvd","Sebring - Western Blvd","ATP/Other",NA,"2020 Non-Beneficial Reuse by Category"
"Highlands","FLA014328","Sebring - Western Blvd","Sebring - Western Blvd","Surface Water",NA,"2020 Disposal"
"Highlands","FLA014328","Sebring - Western Blvd","Sebring - Western Blvd","Deep Well Injection",NA,"2020 Disposal"
"Highlands","FLA014328","Sebring - Western Blvd","Sebring - Western Blvd","IPR",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014389","Sun N Lake Plant #1","Sun N Lake #1","Permitted Capacity",0.7,"Facility Information"
"Highlands","FLA014389","Sun N Lake Plant #1","Sun N Lake #1","Total WW Flow",0.3,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA014389","Sun N Lake Plant #1","Sun N Lake #1","Total Reuse",0,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA014389","Sun N Lake Plant #1","Sun N Lake #1","Supplemental Flow",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA014389","Sun N Lake Plant #1","Sun N Lake #1","Transfers In",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA014389","Sun N Lake Plant #1","Sun N Lake #1","Transfers Out",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA014389","Sun N Lake Plant #1","Sun N Lake #1","WW Disposal",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA014389","Sun N Lake Plant #1","Sun N Lake #1","Res Irrig/ Landscape",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014389","Sun N Lake Plant #1","Sun N Lake #1","Golf Courses",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014389","Sun N Lake Plant #1","Sun N Lake #1","Ag Irrig",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014389","Sun N Lake Plant #1","Sun N Lake #1","Industrial",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014389","Sun N Lake Plant #1","Sun N Lake #1","Wetlands",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014389","Sun N Lake Plant #1","Sun N Lake #1","Other Reuse",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA014389","Sun N Lake Plant #1","Sun N Lake #1","Sprayfields",NA,"2020 Non-Beneficial Reuse by Category"
"Highlands","FLA014389","Sun N Lake Plant #1","Sun N Lake #1","Recharge/ RIBS",0.3,"2020 Non-Beneficial Reuse by Category"
"Highlands","FLA014389","Sun N Lake Plant #1","Sun N Lake #1","ATP/Other",NA,"2020 Non-Beneficial Reuse by Category"
"Highlands","FLA014389","Sun N Lake Plant #1","Sun N Lake #1","Surface Water",NA,"2020 Disposal"
"Highlands","FLA014389","Sun N Lake Plant #1","Sun N Lake #1","Deep Well Injection",NA,"2020 Disposal"
"Highlands","FLA014389","Sun N Lake Plant #1","Sun N Lake #1","IPR",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA016268","Sun N Lake Plant #2 (aka #4)","Sun N Lake #2","Permitted Capacity",0.25,"Facility Information"
"Highlands","FLA016268","Sun N Lake Plant #2 (aka #4)","Sun N Lake #2","Total WW Flow",0.05,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA016268","Sun N Lake Plant #2 (aka #4)","Sun N Lake #2","Total Reuse",0,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA016268","Sun N Lake Plant #2 (aka #4)","Sun N Lake #2","Supplemental Flow",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA016268","Sun N Lake Plant #2 (aka #4)","Sun N Lake #2","Transfers In",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA016268","Sun N Lake Plant #2 (aka #4)","Sun N Lake #2","Transfers Out",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA016268","Sun N Lake Plant #2 (aka #4)","Sun N Lake #2","WW Disposal",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Highlands","FLA016268","Sun N Lake Plant #2 (aka #4)","Sun N Lake #2","Res Irrig/ Landscape",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA016268","Sun N Lake Plant #2 (aka #4)","Sun N Lake #2","Golf Courses",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA016268","Sun N Lake Plant #2 (aka #4)","Sun N Lake #2","Ag Irrig",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA016268","Sun N Lake Plant #2 (aka #4)","Sun N Lake #2","Industrial",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA016268","Sun N Lake Plant #2 (aka #4)","Sun N Lake #2","Wetlands",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA016268","Sun N Lake Plant #2 (aka #4)","Sun N Lake #2","Other Reuse",NA,"2020 Beneficial Reuse by Category"
"Highlands","FLA016268","Sun N Lake Plant #2 (aka #4)","Sun N Lake #2","Sprayfields",NA,"2020 Non-Beneficial Reuse by Category"
"Highlands","FLA016268","Sun N Lake Plant #2 (aka #4)","Sun N Lake #2","Recharge/ RIBS",0.06,"2020 Non-Beneficial Reuse by Category"
"Highlands","FLA016268","Sun N Lake Plant #2 (aka #4)","Sun N Lake #2","ATP/Other",NA,"2020 Non-Beneficial Reuse by Category"
"Highlands","FLA016268","Sun N Lake Plant #2 (aka #4)","Sun N Lake #2","Surface Water",NA,"2020 Disposal"
"Highlands","FLA016268","Sun N Lake Plant #2 (aka #4)","Sun N Lake #2","Deep Well Injection",NA,"2020 Disposal"
"Highlands","FLA016268","Sun N Lake Plant #2 (aka #4)","Sun N Lake #2","IPR",NA,"2020 Beneficial Reuse by Category"
"Polk","FL0021466","Auburndale Allred - South","Auburndale-Master","Permitted Capacity",1.4,"Facility Information"
"Polk","FL0021466","Auburndale Allred - South","Auburndale-Master","Total WW Flow",0.66,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Polk","FL0021466","Auburndale Allred - South","Auburndale-Master","Total Reuse",0.78,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Polk","FL0021466","Auburndale Allred - South","Auburndale-Master","Supplemental Flow",0.45,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Polk","FL0021466","Auburndale Allred - South","Auburndale-Master","Transfers In",0.45,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Polk","FL0021466","Auburndale Allred - South","Auburndale-Master","Transfers Out",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Polk","FL0021466","Auburndale Allred - South","Auburndale-Master","WW Disposal",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Polk","FL0021466","Auburndale Allred - South","Auburndale-Master","Res Irrig/ Landscape",NA,"2020 Beneficial Reuse by Category"
"Polk","FL0021466","Auburndale Allred - South","Auburndale-Master","Golf Courses",NA,"2020 Beneficial Reuse by Category"
"Polk","FL0021466","Auburndale Allred - South","Auburndale-Master","Ag Irrig",NA,"2020 Beneficial Reuse by Category"
"Polk","FL0021466","Auburndale Allred - South","Auburndale-Master","Industrial",0.78,"2020 Beneficial Reuse by Category"
"Polk","FL0021466","Auburndale Allred - South","Auburndale-Master","Wetlands",NA,"2020 Beneficial Reuse by Category"
"Polk","FL0021466","Auburndale Allred - South","Auburndale-Master","Other Reuse",NA,"2020 Beneficial Reuse by Category"
"Polk","FL0021466","Auburndale Allred - South","Auburndale-Master","Sprayfields",0.5,"2020 Non-Beneficial Reuse by Category"
"Polk","FL0021466","Auburndale Allred - South","Auburndale-Master","Recharge/ RIBS",NA,"2020 Non-Beneficial Reuse by Category"
"Polk","FL0021466","Auburndale Allred - South","Auburndale-Master","ATP/Other",NA,"2020 Non-Beneficial Reuse by Category"
"Polk","FL0021466","Auburndale Allred - South","Auburndale-Master","Surface Water",NA,"2020 Disposal"
"Polk","FL0021466","Auburndale Allred - South","Auburndale-Master","Deep Well Injection",NA,"2020 Disposal"
"Polk","FL0021466","Auburndale Allred - South","Auburndale-Master","IPR",NA,"2020 Beneficial Reuse by Category"
"Polk","FLA016559","Auburndale Regional - North","Auburndale-Master","Permitted Capacity",2.67,"Facility Information"
"Polk","FLA016559","Auburndale Regional - North","Auburndale-Master","Total WW Flow",1.77,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Polk","FLA016559","Auburndale Regional - North","Auburndale-Master","Total Reuse",0.69,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Polk","FLA016559","Auburndale Regional - North","Auburndale-Master","Supplemental Flow",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Polk","FLA016559","Auburndale Regional - North","Auburndale-Master","Transfers In",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Polk","FLA016559","Auburndale Regional - North","Auburndale-Master","Transfers Out",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Polk","FLA016559","Auburndale Regional - North","Auburndale-Master","WW Disposal",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Polk","FLA016559","Auburndale Regional - North","Auburndale-Master","Res Irrig/ Landscape",0.19,"2020 Beneficial Reuse by Category"
"Polk","FLA016559","Auburndale Regional - North","Auburndale-Master","Golf Courses",NA,"2020 Beneficial Reuse by Category"
"Polk","FLA016559","Auburndale Regional - North","Auburndale-Master","Ag Irrig",NA,"2020 Beneficial Reuse by Category"
"Polk","FLA016559","Auburndale Regional - North","Auburndale-Master","Industrial",NA,"2020 Beneficial Reuse by Category"
"Polk","FLA016559","Auburndale Regional - North","Auburndale-Master","Wetlands",0.5,"2020 Beneficial Reuse by Category"
"Polk","FLA016559","Auburndale Regional - North","Auburndale-Master","Other Reuse",NA,"2020 Beneficial Reuse by Category"
"Polk","FLA016559","Auburndale Regional - North","Auburndale-Master","Sprayfields",0.81,"2020 Non-Beneficial Reuse by Category"
"Polk","FLA016559","Auburndale Regional - North","Auburndale-Master","Recharge/ RIBS",0.27,"2020 Non-Beneficial Reuse by Category"
"Polk","FLA016559","Auburndale Regional - North","Auburndale-Master","ATP/Other",NA,"2020 Non-Beneficial Reuse by Category"
"Polk","FLA016559","Auburndale Regional - North","Auburndale-Master","Surface Water",NA,"2020 Disposal"
"Polk","FLA016559","Auburndale Regional - North","Auburndale-Master","Deep Well Injection",NA,"2020 Disposal"
"Polk","FLA016559","Auburndale Regional - North","Auburndale-Master","IPR",NA,"2020 Beneficial Reuse by Category"
"Polk","FLA012976","Bartow","Bartow","Permitted Capacity",4,"Facility Information"
"Polk","FLA012976","Bartow","Bartow","Total WW Flow",2.26,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Polk","FLA012976","Bartow","Bartow","Total Reuse",2.26,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Polk","FLA012976","Bartow","Bartow","Supplemental Flow",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Polk","FLA012976","Bartow","Bartow","Transfers In",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Polk","FLA012976","Bartow","Bartow","Transfers Out",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Polk","FLA012976","Bartow","Bartow","WW Disposal",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Polk","FLA012976","Bartow","Bartow","Res Irrig/ Landscape",NA,"2020 Beneficial Reuse by Category"
"Polk","FLA012976","Bartow","Bartow","Golf Courses",NA,"2020 Beneficial Reuse by Category"
"Polk","FLA012976","Bartow","Bartow","Ag Irrig",NA,"2020 Beneficial Reuse by Category"
"Polk","FLA012976","Bartow","Bartow","Industrial",2.26,"2020 Beneficial Reuse by Category"
"Polk","FLA012976","Bartow","Bartow","Wetlands",NA,"2020 Beneficial Reuse by Category"
"Polk","FLA012976","Bartow","Bartow","Other Reuse",NA,"2020 Beneficial Reuse by Category"
"Polk","FLA012976","Bartow","Bartow","Sprayfields",NA,"2020 Non-Beneficial Reuse by Category"
"Polk","FLA012976","Bartow","Bartow","Recharge/ RIBS",NA,"2020 Non-Beneficial Reuse by Category"
"Polk","FLA012976","Bartow","Bartow","ATP/Other",NA,"2020 Non-Beneficial Reuse by Category"
"Polk","FLA012976","Bartow","Bartow","Surface Water",NA,"2020 Disposal"
"Polk","FLA012976","Bartow","Bartow","Deep Well Injection",NA,"2020 Disposal"
"Polk","FLA012976","Bartow","Bartow","IPR",NA,"2020 Beneficial Reuse by Category"
"Polk","FLA013123","Cypress Lakes","Cypress Lakes","Permitted Capacity",0.19,"Facility Information"
"Polk","FLA013123","Cypress Lakes","Cypress Lakes","Total WW Flow",0.11,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Polk","FLA013123","Cypress Lakes","Cypress Lakes","Total Reuse",0.11,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Polk","FLA013123","Cypress Lakes","Cypress Lakes","Supplemental Flow",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
"Polk","FLA013123","Cypress Lakes","Cypress Lakes","Transfers In",NA,"2020 Total Flow - Wastewater, Reuse, Transfers and Disposal"
