"County","Facility Name","Grouping","Entry","Value"
"Sumter","Sumter Correctional","Total Service Area Population","2020",NA
"Sumter","Sumter Correctional","Total Service Area Population","2045",NA
"Sumter","Sumter Correctional","Septic Population","2020",NA
"Sumter","Sumter Correctional","Septic Population","2045",NA
"Sumter","Sumter Correctional","Adjusted Service Area Population","2020",NA
"Sumter","Sumter Correctional","Adjusted Service Area Population","2045",NA
"Sumter","Sumter Correctional","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Sumter","Sumter Correctional","2020 Totals","Total WW Flows (MGD)",0.31
"Sumter","Sumter Correctional","2020 Totals","Total Reuse (MGD)",0.21
"Sumter","Sumter Correctional","2020 Totals","Supplemental Flows (MGD)",NA
"Sumter","Sumter Correctional","2020 Totals","WW Disposal (MGD)",NA
"Sumter","Sumter Correctional","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Sumter","Sumter Correctional","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Sumter","Sumter Correctional","2045 Projected Totals","Total WW Flows (MGD)",0.31
"Sumter","Sumter Correctional","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Sumter","Sumter Correctional","2045 Projected Totals","Total Reuse (MGD)",0.21
"Sumter","Sumter Correctional","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.16
"Sumter","Villages Little Sumter","Total Service Area Population","2020",NA
"Sumter","Villages Little Sumter","Total Service Area Population","2045",NA
"Sumter","Villages Little Sumter","Septic Population","2020",NA
"Sumter","Villages Little Sumter","Septic Population","2045",NA
"Sumter","Villages Little Sumter","Adjusted Service Area Population","2020",NA
"Sumter","Villages Little Sumter","Adjusted Service Area Population","2045",NA
"Sumter","Villages Little Sumter","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Sumter","Villages Little Sumter","2020 Totals","Total WW Flows (MGD)",1.54
"Sumter","Villages Little Sumter","2020 Totals","Total Reuse (MGD)",1.42
"Sumter","Villages Little Sumter","2020 Totals","Supplemental Flows (MGD)",NA
"Sumter","Villages Little Sumter","2020 Totals","WW Disposal (MGD)",NA
"Sumter","Villages Little Sumter","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Sumter","Villages Little Sumter","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Sumter","Villages Little Sumter","2045 Projected Totals","Total WW Flows (MGD)",1.54
"Sumter","Villages Little Sumter","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Sumter","Villages Little Sumter","2045 Projected Totals","Total Reuse (MGD)",1.42
"Sumter","Villages Little Sumter","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",1.06
"Sumter","Villages Central Sumter","Total Service Area Population","2020",NA
"Sumter","Villages Central Sumter","Total Service Area Population","2045",NA
"Sumter","Villages Central Sumter","Septic Population","2020",NA
"Sumter","Villages Central Sumter","Septic Population","2045",NA
"Sumter","Villages Central Sumter","Adjusted Service Area Population","2020",NA
"Sumter","Villages Central Sumter","Adjusted Service Area Population","2045",NA
"Sumter","Villages Central Sumter","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Sumter","Villages Central Sumter","2020 Totals","Total WW Flows (MGD)",1.24
"Sumter","Villages Central Sumter","2020 Totals","Total Reuse (MGD)",1.24
"Sumter","Villages Central Sumter","2020 Totals","Supplemental Flows (MGD)",NA
"Sumter","Villages Central Sumter","2020 Totals","WW Disposal (MGD)",NA
"Sumter","Villages Central Sumter","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Sumter","Villages Central Sumter","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Sumter","Villages Central Sumter","2045 Projected Totals","Total WW Flows (MGD)",1.24
"Sumter","Villages Central Sumter","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Sumter","Villages Central Sumter","2045 Projected Totals","Total Reuse (MGD)",1.24
"Sumter","Villages Central Sumter","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.93
"Sumter","Villages North Sumter","Total Service Area Population","2020",69780
"Sumter","Villages North Sumter","Total Service Area Population","2045",86187
"Sumter","Villages North Sumter","Septic Population","2020",25
"Sumter","Villages North Sumter","Septic Population","2045",5130
"Sumter","Villages North Sumter","Adjusted Service Area Population","2020",69756
"Sumter","Villages North Sumter","Adjusted Service Area Population","2045",81057
"Sumter","Villages North Sumter","Adjusted Service Area Population","2020-2045 Population Increase",11301
"Sumter","Villages North Sumter","2020 Totals","Total WW Flows (MGD)",1.97
"Sumter","Villages North Sumter","2020 Totals","Total Reuse (MGD)",3.12
"Sumter","Villages North Sumter","2020 Totals","Supplemental Flows (MGD)",NA
"Sumter","Villages North Sumter","2020 Totals","WW Disposal (MGD)",NA
"Sumter","Villages North Sumter","2045 Projected Additional","WW Flow Projection (MGD)",0.78
"Sumter","Villages North Sumter","2045 Projected Additional","Supplemental Flows (MGD)",1.15
"Sumter","Villages North Sumter","2045 Projected Totals","Total WW Flows (MGD)",2.75
"Sumter","Villages North Sumter","2045 Projected Totals","Supplemental Flows (MGD)",1.15
"Sumter","Villages North Sumter","2045 Projected Totals","Total Reuse (MGD)",5.05
"Sumter","Villages North Sumter","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",3.79
"Sumter","Villages South Sumter","Total Service Area Population","2020",14967
"Sumter","Villages South Sumter","Total Service Area Population","2045",24726
"Sumter","Villages South Sumter","Septic Population","2020",NA
"Sumter","Villages South Sumter","Septic Population","2045",NA
"Sumter","Villages South Sumter","Adjusted Service Area Population","2020",14967
"Sumter","Villages South Sumter","Adjusted Service Area Population","2045",24726
"Sumter","Villages South Sumter","Adjusted Service Area Population","2020-2045 Population Increase",9759
"Sumter","Villages South Sumter","2020 Totals","Total WW Flows (MGD)",NA
"Sumter","Villages South Sumter","2020 Totals","Total Reuse (MGD)",1.9
"Sumter","Villages South Sumter","2020 Totals","Supplemental Flows (MGD)",NA
"Sumter","Villages South Sumter","2020 Totals","WW Disposal (MGD)",NA
"Sumter","Villages South Sumter","2045 Projected Additional","WW Flow Projection (MGD)",0.68
"Sumter","Villages South Sumter","2045 Projected Additional","Supplemental Flows (MGD)",1.9
"Sumter","Villages South Sumter","2045 Projected Totals","Total WW Flows (MGD)",0.68
"Sumter","Villages South Sumter","2045 Projected Totals","Supplemental Flows (MGD)",1.9
"Sumter","Villages South Sumter","2045 Projected Totals","Total Reuse (MGD)",4.48
"Sumter","Villages South Sumter","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",3.36
"Sumter","Wildwood","Total Service Area Population","2020",21093
"Sumter","Wildwood","Total Service Area Population","2045",50269
"Sumter","Wildwood","Septic Population","2020",5287
"Sumter","Wildwood","Septic Population","2045",10345
"Sumter","Wildwood","Adjusted Service Area Population","2020",15806
"Sumter","Wildwood","Adjusted Service Area Population","2045",39924
"Sumter","Wildwood","Adjusted Service Area Population","2020-2045 Population Increase",24118
"Sumter","Wildwood","2020 Totals","Total WW Flows (MGD)",1.22
"Sumter","Wildwood","2020 Totals","Total Reuse (MGD)",NA
"Sumter","Wildwood","2020 Totals","Supplemental Flows (MGD)",NA
"Sumter","Wildwood","2020 Totals","WW Disposal (MGD)",NA
"Sumter","Wildwood","2045 Projected Additional","WW Flow Projection (MGD)",1.67
"Sumter","Wildwood","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Sumter","Wildwood","2045 Projected Totals","Total WW Flows (MGD)",2.89
"Sumter","Wildwood","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Sumter","Wildwood","2045 Projected Totals","Total Reuse (MGD)",1.67
"Sumter","Wildwood","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",1.25
"Sumter","Continental CC - Wildwood","Total Service Area Population","2020",NA
"Sumter","Continental CC - Wildwood","Total Service Area Population","2045",NA
"Sumter","Continental CC - Wildwood","Septic Population","2020",NA
"Sumter","Continental CC - Wildwood","Septic Population","2045",NA
"Sumter","Continental CC - Wildwood","Adjusted Service Area Population","2020",NA
"Sumter","Continental CC - Wildwood","Adjusted Service Area Population","2045",NA
"Sumter","Continental CC - Wildwood","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Sumter","Continental CC - Wildwood","2020 Totals","Total WW Flows (MGD)",0.11
"Sumter","Continental CC - Wildwood","2020 Totals","Total Reuse (MGD)",NA
"Sumter","Continental CC - Wildwood","2020 Totals","Supplemental Flows (MGD)",NA
"Sumter","Continental CC - Wildwood","2020 Totals","WW Disposal (MGD)",NA
"Sumter","Continental CC - Wildwood","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Sumter","Continental CC - Wildwood","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Sumter","Continental CC - Wildwood","2045 Projected Totals","Total WW Flows (MGD)",0.11
"Sumter","Continental CC - Wildwood","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Sumter","Continental CC - Wildwood","2045 Projected Totals","Total Reuse (MGD)",NA
"Sumter","Continental CC - Wildwood","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",NA
"Hardee","Bowling Green","Total Service Area Population","2020",3018
"Hardee","Bowling Green","Total Service Area Population","2045",3018
"Hardee","Bowling Green","Septic Population","2020",44
"Hardee","Bowling Green","Septic Population","2045",44
"Hardee","Bowling Green","Adjusted Service Area Population","2020",2974
"Hardee","Bowling Green","Adjusted Service Area Population","2045",2974
"Hardee","Bowling Green","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Hardee","Bowling Green","2020 Totals","Total WW Flows (MGD)",0.19
"Hardee","Bowling Green","2020 Totals","Total Reuse (MGD)",NA
"Hardee","Bowling Green","2020 Totals","Supplemental Flows (MGD)",NA
"Hardee","Bowling Green","2020 Totals","WW Disposal (MGD)",NA
"Hardee","Bowling Green","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Hardee","Bowling Green","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Hardee","Bowling Green","2045 Projected Totals","Total WW Flows (MGD)",0.19
"Hardee","Bowling Green","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Hardee","Bowling Green","2045 Projected Totals","Total Reuse (MGD)",NA
"Hardee","Bowling Green","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",NA
"Hardee","Hardee Correctional","Total Service Area Population","2020",NA
"Hardee","Hardee Correctional","Total Service Area Population","2045",NA
"Hardee","Hardee Correctional","Septic Population","2020",NA
"Hardee","Hardee Correctional","Septic Population","2045",NA
"Hardee","Hardee Correctional","Adjusted Service Area Population","2020",NA
"Hardee","Hardee Correctional","Adjusted Service Area Population","2045",NA
"Hardee","Hardee Correctional","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Hardee","Hardee Correctional","2020 Totals","Total WW Flows (MGD)",0.19
"Hardee","Hardee Correctional","2020 Totals","Total Reuse (MGD)",NA
"Hardee","Hardee Correctional","2020 Totals","Supplemental Flows (MGD)",NA
"Hardee","Hardee Correctional","2020 Totals","WW Disposal (MGD)",NA
"Hardee","Hardee Correctional","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Hardee","Hardee Correctional","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Hardee","Hardee Correctional","2045 Projected Totals","Total WW Flows (MGD)",0.19
"Hardee","Hardee Correctional","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Hardee","Hardee Correctional","2045 Projected Totals","Total Reuse (MGD)",NA
"Hardee","Hardee Correctional","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",NA
"Hardee","Wauchula","Total Service Area Population","2020",6637
"Hardee","Wauchula","Total Service Area Population","2045",6793
"Hardee","Wauchula","Septic Population","2020",279
"Hardee","Wauchula","Septic Population","2045",279
"Hardee","Wauchula","Adjusted Service Area Population","2020",6358
"Hardee","Wauchula","Adjusted Service Area Population","2045",6514
"Hardee","Wauchula","Adjusted Service Area Population","2020-2045 Population Increase",156
"Hardee","Wauchula","2020 Totals","Total WW Flows (MGD)",0.53
"Hardee","Wauchula","2020 Totals","Total Reuse (MGD)",0.53
"Hardee","Wauchula","2020 Totals","Supplemental Flows (MGD)",NA
"Hardee","Wauchula","2020 Totals","WW Disposal (MGD)",NA
"Hardee","Wauchula","2045 Projected Additional","WW Flow Projection (MGD)",0.01
"Hardee","Wauchula","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Hardee","Wauchula","2045 Projected Totals","Total WW Flows (MGD)",0.54
"Hardee","Wauchula","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Hardee","Wauchula","2045 Projected Totals","Total Reuse (MGD)",0.54
"Hardee","Wauchula","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.41
"Hardee","Hardee County - Wauchula Hills","Total Service Area Population","2020",1902
"Hardee","Hardee County - Wauchula Hills","Total Service Area Population","2045",1917
"Hardee","Hardee County - Wauchula Hills","Septic Population","2020",191
"Hardee","Hardee County - Wauchula Hills","Septic Population","2045",191
"Hardee","Hardee County - Wauchula Hills","Adjusted Service Area Population","2020",1711
"Hardee","Hardee County - Wauchula Hills","Adjusted Service Area Population","2045",1726
"Hardee","Hardee County - Wauchula Hills","Adjusted Service Area Population","2020-2045 Population Increase",15
"Hardee","Hardee County - Wauchula Hills","2020 Totals","Total WW Flows (MGD)",0.12
"Hardee","Hardee County - Wauchula Hills","2020 Totals","Total Reuse (MGD)",0.12
"Hardee","Hardee County - Wauchula Hills","2020 Totals","Supplemental Flows (MGD)",NA
"Hardee","Hardee County - Wauchula Hills","2020 Totals","WW Disposal (MGD)",NA
"Hardee","Hardee County - Wauchula Hills","2045 Projected Additional","WW Flow Projection (MGD)",0
"Hardee","Hardee County - Wauchula Hills","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Hardee","Hardee County - Wauchula Hills","2045 Projected Totals","Total WW Flows (MGD)",0.12
"Hardee","Hardee County - Wauchula Hills","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Hardee","Hardee County - Wauchula Hills","2045 Projected Totals","Total Reuse (MGD)",0.12
"Hardee","Hardee County - Wauchula Hills","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.09
"Hardee","Zolfo Springs","Total Service Area Population","2020",1750
"Hardee","Zolfo Springs","Total Service Area Population","2045",1751
"Hardee","Zolfo Springs","Septic Population","2020",3
"Hardee","Zolfo Springs","Septic Population","2045",3
"Hardee","Zolfo Springs","Adjusted Service Area Population","2020",1747
"Hardee","Zolfo Springs","Adjusted Service Area Population","2045",1748
"Hardee","Zolfo Springs","Adjusted Service Area Population","2020-2045 Population Increase",1
"Hardee","Zolfo Springs","2020 Totals","Total WW Flows (MGD)",0.11
"Hardee","Zolfo Springs","2020 Totals","Total Reuse (MGD)",NA
"Hardee","Zolfo Springs","2020 Totals","Supplemental Flows (MGD)",NA
"Hardee","Zolfo Springs","2020 Totals","WW Disposal (MGD)",NA
"Hardee","Zolfo Springs","2045 Projected Additional","WW Flow Projection (MGD)",0
"Hardee","Zolfo Springs","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Hardee","Zolfo Springs","2045 Projected Totals","Total WW Flows (MGD)",0.11
"Hardee","Zolfo Springs","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Hardee","Zolfo Springs","2045 Projected Totals","Total Reuse (MGD)",0
"Hardee","Zolfo Springs","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0
"Highlands","Avon Park","Total Service Area Population","2020",14535
"Highlands","Avon Park","Total Service Area Population","2045",15225
"Highlands","Avon Park","Septic Population","2020",1797
"Highlands","Avon Park","Septic Population","2045",1820
"Highlands","Avon Park","Adjusted Service Area Population","2020",12738
"Highlands","Avon Park","Adjusted Service Area Population","2045",13405
"Highlands","Avon Park","Adjusted Service Area Population","2020-2045 Population Increase",667
"Highlands","Avon Park","2020 Totals","Total WW Flows (MGD)",0.8
"Highlands","Avon Park","2020 Totals","Total Reuse (MGD)",NA
"Highlands","Avon Park","2020 Totals","Supplemental Flows (MGD)",NA
"Highlands","Avon Park","2020 Totals","WW Disposal (MGD)",NA
"Highlands","Avon Park","2045 Projected Additional","WW Flow Projection (MGD)",0
"Highlands","Avon Park","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Highlands","Avon Park","2045 Projected Totals","Total WW Flows (MGD)",0.85
"Highlands","Avon Park","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Highlands","Avon Park","2045 Projected Totals","Total Reuse (MGD)",0.05
"Highlands","Avon Park","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.03
"Highlands","Lake Placid - North #1","Total Service Area Population","2020",11020
"Highlands","Lake Placid - North #1","Total Service Area Population","2045",11937
"Highlands","Lake Placid - North #1","Septic Population","2020",2956
"Highlands","Lake Placid - North #1","Septic Population","2045",2959
"Highlands","Lake Placid - North #1","Adjusted Service Area Population","2020",8064
"Highlands","Lake Placid - North #1","Adjusted Service Area Population","2045",8978
"Highlands","Lake Placid - North #1","Adjusted Service Area Population","2020-2045 Population Increase",914
"Highlands","Lake Placid - North #1","2020 Totals","Total WW Flows (MGD)",0.1
"Highlands","Lake Placid - North #1","2020 Totals","Total Reuse (MGD)",0.02
"Highlands","Lake Placid - North #1","2020 Totals","Supplemental Flows (MGD)",NA
"Highlands","Lake Placid - North #1","2020 Totals","WW Disposal (MGD)",NA
"Highlands","Lake Placid - North #1","2045 Projected Additional","WW Flow Projection (MGD)",0
"Highlands","Lake Placid - North #1","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Highlands","Lake Placid - North #1","2045 Projected Totals","Total WW Flows (MGD)",0.17
"Highlands","Lake Placid - North #1","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Highlands","Lake Placid - North #1","2045 Projected Totals","Total Reuse (MGD)",0.09
"Highlands","Lake Placid - North #1","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.07
"Highlands","Lake Placid - Tomoka #3","Total Service Area Population","2020",NA
"Highlands","Lake Placid - Tomoka #3","Total Service Area Population","2045",NA
"Highlands","Lake Placid - Tomoka #3","Septic Population","2020",NA
"Highlands","Lake Placid - Tomoka #3","Septic Population","2045",NA
"Highlands","Lake Placid - Tomoka #3","Adjusted Service Area Population","2020",NA
"Highlands","Lake Placid - Tomoka #3","Adjusted Service Area Population","2045",NA
"Highlands","Lake Placid - Tomoka #3","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Highlands","Lake Placid - Tomoka #3","2020 Totals","Total WW Flows (MGD)",0.05
"Highlands","Lake Placid - Tomoka #3","2020 Totals","Total Reuse (MGD)",NA
"Highlands","Lake Placid - Tomoka #3","2020 Totals","Supplemental Flows (MGD)",NA
"Highlands","Lake Placid - Tomoka #3","2020 Totals","WW Disposal (MGD)",NA
"Highlands","Lake Placid - Tomoka #3","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Highlands","Lake Placid - Tomoka #3","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Highlands","Lake Placid - Tomoka #3","2045 Projected Totals","Total WW Flows (MGD)",NA
"Highlands","Lake Placid - Tomoka #3","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Highlands","Lake Placid - Tomoka #3","2045 Projected Totals","Total Reuse (MGD)",NA
"Highlands","Lake Placid - Tomoka #3","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",NA
"Highlands","Sebring - Cemetery Rd","Total Service Area Population","2020",37738
"Highlands","Sebring - Cemetery Rd","Total Service Area Population","2045",41844
"Highlands","Sebring - Cemetery Rd","Septic Population","2020",6927
"Highlands","Sebring - Cemetery Rd","Septic Population","2045",6940
"Highlands","Sebring - Cemetery Rd","Adjusted Service Area Population","2020",30811
"Highlands","Sebring - Cemetery Rd","Adjusted Service Area Population","2045",34904
"Highlands","Sebring - Cemetery Rd","Adjusted Service Area Population","2020-2045 Population Increase",4093
"Highlands","Sebring - Cemetery Rd","2020 Totals","Total WW Flows (MGD)",1.07
"Highlands","Sebring - Cemetery Rd","2020 Totals","Total Reuse (MGD)",0.02
"Highlands","Sebring - Cemetery Rd","2020 Totals","Supplemental Flows (MGD)",NA
"Highlands","Sebring - Cemetery Rd","2020 Totals","WW Disposal (MGD)",NA
"Highlands","Sebring - Cemetery Rd","2045 Projected Additional","WW Flow Projection (MGD)",0
"Highlands","Sebring - Cemetery Rd","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Highlands","Sebring - Cemetery Rd","2045 Projected Totals","Total WW Flows (MGD)",1.35
"Highlands","Sebring - Cemetery Rd","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Highlands","Sebring - Cemetery Rd","2045 Projected Totals","Total Reuse (MGD)",0.3
"Highlands","Sebring - Cemetery Rd","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",NA
"Highlands","Sebring - Western Blvd","Total Service Area Population","2020",NA
"Highlands","Sebring - Western Blvd","Total Service Area Population","2045",NA
"Highlands","Sebring - Western Blvd","Septic Population","2020",NA
"Highlands","Sebring - Western Blvd","Septic Population","2045",NA
"Highlands","Sebring - Western Blvd","Adjusted Service Area Population","2020",NA
"Highlands","Sebring - Western Blvd","Adjusted Service Area Population","2045",NA
"Highlands","Sebring - Western Blvd","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Highlands","Sebring - Western Blvd","2020 Totals","Total WW Flows (MGD)",0.09
"Highlands","Sebring - Western Blvd","2020 Totals","Total Reuse (MGD)",NA
"Highlands","Sebring - Western Blvd","2020 Totals","Supplemental Flows (MGD)",NA
"Highlands","Sebring - Western Blvd","2020 Totals","WW Disposal (MGD)",NA
"Highlands","Sebring - Western Blvd","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Highlands","Sebring - Western Blvd","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Highlands","Sebring - Western Blvd","2045 Projected Totals","Total WW Flows (MGD)",NA
"Highlands","Sebring - Western Blvd","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Highlands","Sebring - Western Blvd","2045 Projected Totals","Total Reuse (MGD)",NA
"Highlands","Sebring - Western Blvd","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",NA
"Highlands","Sun N Lake Plant #1","Total Service Area Population","2020",6709
"Highlands","Sun N Lake Plant #1","Total Service Area Population","2045",8177
"Highlands","Sun N Lake Plant #1","Septic Population","2020",142
"Highlands","Sun N Lake Plant #1","Septic Population","2045",142
"Highlands","Sun N Lake Plant #1","Adjusted Service Area Population","2020",6567
"Highlands","Sun N Lake Plant #1","Adjusted Service Area Population","2045",8035
"Highlands","Sun N Lake Plant #1","Adjusted Service Area Population","2020-2045 Population Increase",1468
"Highlands","Sun N Lake Plant #1","2020 Totals","Total WW Flows (MGD)",0.3
"Highlands","Sun N Lake Plant #1","2020 Totals","Total Reuse (MGD)",NA
"Highlands","Sun N Lake Plant #1","2020 Totals","Supplemental Flows (MGD)",NA
"Highlands","Sun N Lake Plant #1","2020 Totals","WW Disposal (MGD)",NA
"Highlands","Sun N Lake Plant #1","2045 Projected Additional","WW Flow Projection (MGD)",0
"Highlands","Sun N Lake Plant #1","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Highlands","Sun N Lake Plant #1","2045 Projected Totals","Total WW Flows (MGD)",0.41
"Highlands","Sun N Lake Plant #1","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Highlands","Sun N Lake Plant #1","2045 Projected Totals","Total Reuse (MGD)",0.1
"Highlands","Sun N Lake Plant #1","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.08
"Highlands","Sun N Lake Plant #2 (aka #4)","Total Service Area Population","2020",NA
"Highlands","Sun N Lake Plant #2 (aka #4)","Total Service Area Population","2045",NA
"Highlands","Sun N Lake Plant #2 (aka #4)","Septic Population","2020",NA
"Highlands","Sun N Lake Plant #2 (aka #4)","Septic Population","2045",NA
"Highlands","Sun N Lake Plant #2 (aka #4)","Adjusted Service Area Population","2020",NA
"Highlands","Sun N Lake Plant #2 (aka #4)","Adjusted Service Area Population","2045",NA
"Highlands","Sun N Lake Plant #2 (aka #4)","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Highlands","Sun N Lake Plant #2 (aka #4)","2020 Totals","Total WW Flows (MGD)",0.05
"Highlands","Sun N Lake Plant #2 (aka #4)","2020 Totals","Total Reuse (MGD)",NA
"Highlands","Sun N Lake Plant #2 (aka #4)","2020 Totals","Supplemental Flows (MGD)",NA
"Highlands","Sun N Lake Plant #2 (aka #4)","2020 Totals","WW Disposal (MGD)",NA
"Highlands","Sun N Lake Plant #2 (aka #4)","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Highlands","Sun N Lake Plant #2 (aka #4)","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Highlands","Sun N Lake Plant #2 (aka #4)","2045 Projected Totals","Total WW Flows (MGD)",NA
"Highlands","Sun N Lake Plant #2 (aka #4)","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Highlands","Sun N Lake Plant #2 (aka #4)","2045 Projected Totals","Total Reuse (MGD)",NA
"Highlands","Sun N Lake Plant #2 (aka #4)","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",NA
"Polk","Auburndale Allred - South","Total Service Area Population","2020",33406
"Polk","Auburndale Allred - South","Total Service Area Population","2045",48540
"Polk","Auburndale Allred - South","Septic Population","2020",4263
"Polk","Auburndale Allred - South","Septic Population","2045",4509
"Polk","Auburndale Allred - South","Adjusted Service Area Population","2020",29143
"Polk","Auburndale Allred - South","Adjusted Service Area Population","2045",44032
"Polk","Auburndale Allred - South","Adjusted Service Area Population","2020-2045 Population Increase",14889
"Polk","Auburndale Allred - South","2020 Totals","Total WW Flows (MGD)",0.66
"Polk","Auburndale Allred - South","2020 Totals","Total Reuse (MGD)",0.78
"Polk","Auburndale Allred - South","2020 Totals","Supplemental Flows (MGD)",0.45
"Polk","Auburndale Allred - South","2020 Totals","WW Disposal (MGD)",NA
"Polk","Auburndale Allred - South","2045 Projected Additional","WW Flow Projection (MGD)",1.03
"Polk","Auburndale Allred - South","2045 Projected Additional","Supplemental Flows (MGD)",0.45
"Polk","Auburndale Allred - South","2045 Projected Totals","Total WW Flows (MGD)",1.69
"Polk","Auburndale Allred - South","2045 Projected Totals","Supplemental Flows (MGD)",0.9
"Polk","Auburndale Allred - South","2045 Projected Totals","Total Reuse (MGD)",2.26
"Polk","Auburndale Allred - South","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",1.7
"Polk","Auburndale Regional - North","Total Service Area Population","2020",NA
"Polk","Auburndale Regional - North","Total Service Area Population","2045",NA
"Polk","Auburndale Regional - North","Septic Population","2020",NA
"Polk","Auburndale Regional - North","Septic Population","2045",NA
"Polk","Auburndale Regional - North","Adjusted Service Area Population","2020",NA
"Polk","Auburndale Regional - North","Adjusted Service Area Population","2045",NA
"Polk","Auburndale Regional - North","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Polk","Auburndale Regional - North","2020 Totals","Total WW Flows (MGD)",1.77
"Polk","Auburndale Regional - North","2020 Totals","Total Reuse (MGD)",0.69
"Polk","Auburndale Regional - North","2020 Totals","Supplemental Flows (MGD)",NA
"Polk","Auburndale Regional - North","2020 Totals","WW Disposal (MGD)",NA
"Polk","Auburndale Regional - North","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Polk","Auburndale Regional - North","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Polk","Auburndale Regional - North","2045 Projected Totals","Total WW Flows (MGD)",NA
"Polk","Auburndale Regional - North","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Polk","Auburndale Regional - North","2045 Projected Totals","Total Reuse (MGD)",0.69
"Polk","Auburndale Regional - North","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.52
"Polk","Bartow","Total Service Area Population","2020",24706
"Polk","Bartow","Total Service Area Population","2045",33842
"Polk","Bartow","Septic Population","2020",1308
"Polk","Bartow","Septic Population","2045",1446
"Polk","Bartow","Adjusted Service Area Population","2020",23397
"Polk","Bartow","Adjusted Service Area Population","2045",32396
"Polk","Bartow","Adjusted Service Area Population","2020-2045 Population Increase",8998
